sentence,class
"His three older sons are distinguished from one another by the nicknames `` Monk '' , `` Big Wheel '' , `` Red '' and `` Little George . ''",0
FBI releases grainy aerial video of deadly roadside encounter with Oregon occupiers.  ,0
This species sometimes consumes tree sap.,0
"The company initially performed at the Old Vic , their first production being Hamlet , directed by Olivier and starring Peter O'Toole.",0
girls who still do their skincare routines while in depressive episodes are braver than the troops,1
Russia's Novosibirsk power plant says staff evacuated after bomb call ,0
hitman [popping out of my closet]: dear god man. lasagna in bed,1
Obama ignites political firestorm by bypassing Congress with new gun measures:  ,0
"If one crosses the date line at precisely midnight , going westward , one skips an entire day ; while going eastward , one repeats the entire day.",0
In 1423 went to live in Lille.,0
"The Northern Red Oak is the provincial tree of Prince Edward Island , as well as the state tree of New Jersey . The Live Oak is the State Tree of Georgia.",0
Indian top court refuses to intervene in student leader's arrest:  ,0
I love being an adult because I get to say shit like “sorry it’s been a weird week” every week for the rest of my life,1
"Austria to cap migrant arrivals at 3,200 a day ",0
"If G-sharp minor must absolutely be used , one should take care that B-flat wind instruments be notated in B-flat minor , rather than A-sharp minor.",0
Power restored to Afghan capital Kabul after weeks of blackout ,0
Which month has 28 days in it? All of them.,1
Obama among those to pay respects to Scalia at U.S. Supreme Court  ,0
"Today , the Taj Mahal stands as the ultimate monument to love , and a homage to her beauty and life.",0
My uncle works for a company that makes bicycle wheels.He's the Spokesman.,1
My fake plants died because I did not pretend to water them.,1
"[playing Clue]

it was cholesterol

in the kitchen

with a bacon double cheeseburger",1
there are piles of dirty clothes all over my apartment bc the ground is hot lava and i need to jump between them to go about my daily activities it’s strictly about survival,1
A Friend To All Is A Friend To None,0
"[wife rubbing her belly] come feel the baby kick
[not even six hours after I failed my green belt] you for real?",1
"Good judgment comes from experience, and a lot of that comes from bad judgment.",1
Crime doesn't pay...Does that mean my job is a crime?,1
Saudi-Iranian proxy war over Syria spreads to Davos ,0
Israel charges Palestinians it says were recruited by Hezbollah ,0
"Syrian opposition meets U.N. envoy, demands action on humanitarian issues ",0
Merkel says EU-Turkey plan is our priority on migration:  ,0
"I just got back from my mates funeral, He was killed by a tennis ball. It was a cracking service.",1
"Me: my therapist suggested i get a puppy to get me feeling motivated and refocused

Him: okay but

Me: i need A LOT of motivation",1
UK decision on airport expansion on track for summer - minister ,0
,1
Technically he was Edward Scissor fingers but I’m not trying to cause a ruckus,1
Did you hear about the new Mike Tyson computer? It has two bytes and no memory,1
The two make love.,0
"Saudis, Russia agree oil output freeze, talks with Iran to follow:  ",0
My wife just said I was ignorant..Nonsense! Why? I don't even know the meaning of the word!,1
"and she's calling a cab while he's having a smoke and she's taking a drag, now they're going to bed",1
Argentina's Peronist opposition party splits; boost for Macri ,0
He Is Lifeless That Is Faultless,0
"[at a bakery]

me: i would like to be disappointed please.

baker: one scone, coming right up!",1
A home-made Father's Day gift from your kids seems nice until you remember kids in other countries make Air Jordans and iPhones.,1
Scandal prompts Adidas to cut short IAAF sponsor deal: BBC ,0
"When using a voltmeter to measure voltage difference , one electrical lead of the voltmeter must be connected to the first point , one to the second point.",0
He had his first lead role in Encino Man.,0
Any ghost sophisticated enough to haunt a hotel is going to find the 13th floor whether you have an elevator button for it or not.,1
"China shares slip as oil slides, outweighing stimulus hopes ",0
Her first teacher was Alison Dalrymple.,0
"You 're My Heart , You 're My Soul '98 is Modern Talking 's first single released from the seventh album Back For Good , and it 's the first single after their reunion in 1998.",0
More than 60 people killed in suicide bombs in Nigeria: officials ,0
"casting director: whenever you're ready

me: the name's bond... james bond

casting director: okay, hold up a sec. do you want to try it without the finger guns

me: no",1
Kazakh police detain businessman with close ties to Russia ,0
Sometimes the term first language is used for the language that the speaker speaks best.,0
"aladdin: *pulls up google earth*
jasmine: this is not what I had in mind",1
Circumstances Alter Cases,0
"[exiting movie theatre]
ME: wow that movie was pretty good!
BUZZ ALDRIN: hah yeah 
ME: *sigh* what’s wrong
BUZZ ALDRIN: no it was good!
ME:
BUZZ:
ME:
BUZZ:
ME: was it not—
BUZZ: not as good as the moon, yeah",1
Syria's main opposition group is yet to agree to a plan to stop the fighting:  ,0
Adams has been nominated three times but has never won.,0
Here’s to being single – drinking doubles – and seeing triple!,1
"Assad backs Syria truce, accuses opposition of violations ",0
A Fly In The Ointment,0
Super Bowl: 30 second clips of men running in between commercials,1
Many Baba lovers work or live in the vicinity.,0
"Me: *Holds up drawing* is this the guy?

Witness: that looks nothing like him

Me: *furiously shaking Etch-a-Sketch* YOU DO IT THEN",1
Suarez scores four as Barca rout Valencia 7-0  ,0
"Soon after he left Nintendo , Yokoi began the company Koto Laboratory in Kyoto.",0
The salmonella/romaine outbreak of 2018 was so scary that I haven’t eaten lettuce since 2006,1
"What did the prostitute say when she got out of the psychiatrist's shower? Well, that's another load off of my chest.",1
Just dipped celery in guacamole and the definite worst part of this diet is dipping vegetables in other vegetables.,1
It wasn't until 1973 that the company was officially established under the name `` Sanrio . '',0
Syrian rebel commander says northern Aleppo countryside 'totally encircled':  ,0
South Sudan rivals talk peace while killing civilians: U.N. ,0
"The sabre target covers everything above the waist , except the hands and the back of the head.",0
Kicking ass and takin’ names like a bastard.,1
"All Covet, All Lose",0
'Turning gold into lead': Hollande squanders post-attack bounce ,0
"Oh and another thing, they’re sticky ",1
"Thank you, student loans, for helping me get through college. I don't think I can ever repay you.",1
Time Is The Great Healer,0
Sink Or Swim! ,0
"BATMAN: I got you flowers
CATWOMAN: Put them in this vase
BATMAN: Ok
CATWOMAN: *pushes vase off counter while maintaining eye contact*",1
"I shouldn't have driven home from the bar last night.

Especially since I walked there.",1
"In Mauritania alone , it is estimated that up to 600,000 men , women and children , or 20 % of the population , are enslaved with many used as bonded labor.",0
christian kids be like wow high school was a wild ride time to relax with some marriage,1
went? sowwy i can’t pay went. i’m just a wittle baby,1
"This is a partial list of the last five seasons completed by the Hornets . For the full season-by-season history , see List of New Orleans Hornets seasons.",0
